School_Code:SC_CAT_NC_BP:Town:SC_CAT_NC_BR:SC_CAT_NC_BS:SC_CAT_NC_BT:SC_CAT_NC_BU:SC_V_NC_BV:SC_V_NC_BX:SC_V_NC_BY:SC_V_NC_BZ:SC_V_NC_CA:SC_V_NC_CB:SC_V_NC_CC:SC_V_NC_CD:SC_V_NC_CE:SC_V_NC_CF:SC_V_NC_CG:SC_V_NC_CH:SC_V_NC_CI:SC_V_NC_CJ:SC_V_NC_CK:SC_P_NC_CL:SC_P_NC_CM:SC_P_NC_CN:SC_P_NC_CO:SC_P_NC_CP:SC_P_C_CQ1:SC_P_C_CQ2:SC_P_C_CQ3:SC_P_C_CQ4:SC_P_C_CQ5:SC_P_C_CQ6:SC_P_C_CQ7:SC_P_NC_CR:SC_V_NC_CS:SC_V_NC_CT:SC_V_NC_CU:SC_V_NC_CV
04560050:Charter School:Lowell:PK,K,01,02,03,04,05,06,07,08:04560000:Level 1:Level 1:40:88:95:97:86:89:84:70:71:0:0:0:0:0:817:68.7:49.0:15.5:78.1:47.0:27.5:20.1:45.9:3.2:0.0:0.0:3.3:48.8:22.3:::
04580505:Charter School:Lowell:09,10,11,12:04580000:Level 3:Level 3:0:0:0:0:0:0:0:0:0:26:30:16:22:0:94:3.2:1.1:27.7:74.5:66.0:1.1:14.9:34.0:43.6:0.0:0.0:6.4:43.6:12.9:::
01610020:Public School:Ludlow:02,03:01610000:Level 2:Level 3:0:0:156:190:0:0:0:0:0:0:0:0:0:0:346:8.1:5.5:15.6:41.6:32.1:0.9:0.3:12.1:83.2:0.9:0.0:2.6:46.0:16.2:59724.0:13854.68:14296.91
01610010:Public School:Ludlow:PK,K,01:01610000:Insufficient data:Level 3:74:149:0:0:0:0:0:0:0:0:0:0:0:0:370:9.5:6.5:14.6:44.1:32.2:1.4:0.3:11.4:84.1:0.5:0.0:2.4:52.4:12.8:59724.0:13854.68:14296.91
01610505:Public School:Ludlow:09,10,11,12:01610000:Level 1:Level 3:0:0:0:0:0:0:0:0:0:237:236:209:209:4:895:9.2:1.1:14.3:30.4:20.3:2.0:0.6:7.8:87.5:0.2:0.0:1.9:49.5:14.6:59724.0:13854.68:14296.91
01610305:Public School:Ludlow:06,07,08:01610000:Level 3:Level 3:0:0:0:0:0:0:207:242:235:0:0:0:0:0:684:6.7:1.8:15.9:36.5:25.7:1.9:0.6:6.4:88.5:0.3:0.0:2.3:48.5:18.2:59724.0:13854.68:14296.91
01610023:Public School:Ludlow:04,05:01610000:Level 3:Level 3:0:0:0:0:186:180:0:0:0:0:0:0:0:0:366:4.6:0.8:13.4:32.8:25.7:3.0:0.0:7.9:85.5:0.5:0.0:3.0:56.3:19.0:59724.0:13854.68:14296.91
01620505:Public School:Lunenburg:09,10,11,12:01620000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:112:114:106:101:6:439:2.7:1.4:12.5:21.0:14.1:3.2:4.3:2.7:87.7:0.5:0.2:1.4:48.3:15.3:74592.0:11525.43:12424.04
01620305:Public School:Lunenburg:06,07,08:01620000::Level 2:0:0:0:0:0:0:120:145:123:0:0:0:0:0:388:2.3:0.5:15.7:28.6:16.5:1.5:1.0:7.7:87.4:0.8:0.8:0.8:56.4::74592.0:11525.43:12424.04
01620010:Public School:Lunenburg:PK,K,01,02:01620000:Level 2:Level 2:41:111:116:0:0:0:0:0:0:0:0:0:0:0:386:2.3:2.3:21.2:35.0:17.6:1.0:2.1:7.3:85.8:0.0:0.3:3.6:53.1:23.6:74592.0:11525.43:12424.04
01620025:Public School:Lunenburg:03,04,05:01620000::Level 2:0:0:0:134:125:141:0:0:0:0:0:0:0:0:400:4.0:2.3:17.8:31.0:17.3:1.0:1.3:7.3:86.5:0.8:0.8:2.5:50.8::74592.0:11525.43:12424.04
01630016:Public School:Lynn:K,01,02,03,04,05:01630000:Level 3:Level 3:0:73:90:117:80:63:0:0:0:0:0:0:0:0:484:59.9:31.4:7.4:78.9:54.5:8.1:16.5:65.1:5.8:0.4:0.0:4.1:49.4:24.4:73395.0:13379.26:13690.68
01630011:Public School:Lynn:K,01,02,03,04,05:01630000:Level 2:Level 3:0:41:45:56:45:41:0:0:0:0:0:0:0:0:259:18.5:3.5:8.5:49.0:43.2:15.8:5.4:33.6:36.3:0.8:0.0:8.1:47.9:21.6:73395.0:13379.26:13690.68
01630405:Public School:Lynn:06,07,08:01630000:Level 3:Level 3:0:0:0:0:0:0:452:447:397:0:0:0:0:0:1296:59.2:11.3:16.0:65.7:53.2:9.9:11.0:60.1:15.0:0.5:0.0:3.4:52.3:22.5:73395.0:13379.26:13690.68
01630020:Public School:Lynn:01,02,03,04,05:01630000:Level 2:Level 3:0:42:67:64:56:53:0:0:0:0:0:0:0:0:282:41.1:18.4:8.5:71.6:58.5:10.6:12.1:55.0:16.3:0.4:0.0:5.7:51.1:20.4:73395.0:13379.26:13690.68
01630090:Public School:Lynn:PK,K,01,02,03,04,05:01630000:Level 2:Level 3:13:46:58:52:58:31:0:0:0:0:0:0:0:0:312:22.8:3.2:41.0:58.0:38.5:14.1:6.4:24.4:45.5:0.0:0.0:9.6:61.5:14.9:73395.0:13379.26:13690.68
01630505:Public School:Lynn:09,10,11,12:01630000:Level 3:Level 3:0:0:0:0:0:0:0:0:0:401:441:382:338:7:1569:58.1:14.3:12.0:57.6:43.8:11.9:11.7:50.9:22.8:0.2:0.1:2.4:52.9:19.9:73395.0:13379.26:13690.68
01630035:Public School:Lynn:K,01,02,03,04,05:01630000:Level 3:Level 3:0:106:91:105:110:100:0:0:0:0:0:0:0:0:623:66.8:38.7:10.1:86.0:62.6:10.0:6.9:76.9:4.2:0.0:0.0:2.1:50.7:22.1:73395.0:13379.26:13690.68
01630045:Public School:Lynn:PK,K,01,02,03,04,05:01630000:Level 1:Level 3:85:96:115:101:93:90:0:0:0:0:0:0:0:0:667:56.7:27.6:16.0:82.5:64.9:9.3:6.9:72.6:9.0:0.0:0.0:2.2:52.6:21.7:73395.0:13379.26:13690.68
01630004:Public School:Lynn:PK,K,01,02,03,04,05:01630000:Insufficient data:Level 3:66:1:2:1:2:2:0:0:0:0:0:0:0:0:298:46.3:27.5:22.1:77.9:59.1:10.7:9.7:61.7:13.4:0.7:0.0:3.7:53.7:17.1:73395.0:13379.26:13690.68
01630095:Public School:Lynn:K,01,02,03,04,05:01630000:Level 1:Level 3:0:79:69:74:77:73:0:0:0:0:0:0:0:0:437:28.4:10.5:15.6:55.6:44.4:6.6:10.5:40.5:36.4:0.9:0.0:5.0:53.5:22.4:73395.0:13379.26:13690.68
01630525:Public School:Lynn:07,08,09,10,11,12:01630000:Level 3:Level 3:0:0:0:0:0:0:0:11:17:195:29:30:26:0:308:75.3:56.2:17.5:94.2:52.3:5.2:1.6:79.5:11.4:0.3:0.0:1.9:62.0:12.3:73395.0:13379.26:13690.68
01630055:Public School:Lynn:K,01,02,03,04,05:01630000:Level 2:Level 3:0:79:96:71:90:80:0:0:0:0:0:0:0:0:475:45.5:20.2:11.2:73.7:58.9:8.8:7.8:63.6:17.3:0.0:0.0:2.5:50.1:21.2:73395.0:13379.26:13690.68
01630060:Public School:Lynn:K,01,02,03,04,05:01630000:Level 3:Level 3:0:109:111:124:117:121:0:0:0:0:0:0:0:0:691:55.7:30.0:11.0:78.6:59.8:10.6:10.3:67.0:8.5:0.1:0.1:3.3:49.9:22.7:73395.0:13379.26:13690.68
01630030:Public School:Lynn:PK,K,01,02,03,04,05:01630000:Level 3:Level 3:51:69:62:74:83:81:0:0:0:0:0:0:0:0:474:33.1:11.0:21.5:67.1:54.2:16.9:8.4:46.0:21.7:0.0:0.0:7.0:54.4:19.0:73395.0:13379.26:13690.68
01630070:Public School:Lynn:K,01,02,03,04,05:01630000:Level 2:Level 3:0:30:49:46:51:34:0:0:0:0:0:0:0:0:248:37.5:17.3:11.3:62.9:46.8:6.5:10.1:55.2:20.6:0.0:0.0:7.7:50.0:23.1:73395.0:13379.26:13690.68
01630510:Public School:Lynn:09,10,11,12:01630000:Level 3:Level 3:0:0:0:0:0:0:0:0:0:440:385:433:338:2:1598:60.1:19.3:11.5:62.3:44.3:9.7:8.1:60.3:18.8:0.1:0.0:2.9:52.4:18.6:73395.0:13379.26:13690.68
01630605:Public School:Lynn:PK,06,09,10,11,12:01630000:Level 3:Level 3:43:0:0:0:0:0:3:0:0:264:229:214:187:29:969:62.2:11.2:24.8:68.2:48.7:8.6:6.0:66.9:15.9:0.2:0.0:2.5:57.9:15.8:73395.0:13379.26:13690.68
01630075:Public School:Lynn:K,01,02,03,04,05:01630000:Level 1:Level 3:0:22:34:23:29:35:0:0:0:0:0:0:0:0:163:9.8:1.8:17.2:35.6:25.2:1.2:2.5:17.8:65.6:1.8:0.0:11.0:49.1:20.2:73395.0:13379.26:13690.68
01630420:Public School:Lynn:06,07,08:01630000:Level 1:Level 3:0:0:0:0:0:0:209:202:207:0:0:0:0:0:618:31.1:4.0:19.1:49.5:38.3:7.0:9.7:37.5:40.0:0.8:0.0:5.0:52.4:21.1:73395.0:13379.26:13690.68
01630050:Public School:Lynn:01,02,03,04,05:01630000:Level 3:Level 3:0:118:83:100:115:92:0:0:0:0:0:0:0:0:508:64.6:36.0:7.9:80.5:56.1:6.9:7.5:77.4:5.7:0.2:0.0:2.4:51.2:24.5:73395.0:13379.26:13690.68
01630085:Public School:Lynn:K,01,02,03,04,05:01630000:Level 1:Level 3:0:47:57:51:54:38:0:0:0:0:0:0:0:0:286:30.8:14.0:22.0:57.0:36.0:8.7:4.9:49.0:33.9:0.0:0.0:3.5:57.3:17.2:73395.0:13379.26:13690.68
01630305:Public School:Lynn:06,07,08:01630000:Level 3:Level 3:0:0:0:0:0:0:387:423:353:0:0:0:0:0:1163:60.2:13.8:15.8:70.1:55.5:9.5:8.6:66.9:11.4:0.5:0.0:3.1:52.3:24.0:73395.0:13379.26:13690.68
01630100:Public School:Lynn:01,02,03,04,05:01630000:Level 2:Level 3:0:86:92:85:94:67:0:0:0:0:0:0:0:0:424:60.4:31.6:5.7:75.5:54.5:9.9:6.1:72.2:7.1:0.0:0.0:4.7:49.3:25.6:73395.0:13379.26:13690.68
01630005:Public School:Lynn:K,01,02,03,04,05:01630000:Insufficient data:Level 3:0:90:81:91:82:48:0:0:0:0:0:0:0:0:468:57.1:33.5:10.9:82.3:65.8:12.0:6.2:74.4:3.8:0.2:0.0:3.4:49.8:22.2:73395.0:13379.26:13690.68
01630080:Public School:Lynn:K,01,02,03,04,05,06:01630000:Level 1:Level 3:0:4:9:11:4:10:9:0:0:0:0:0:0:0:48:18.8:2.1:95.8:100.0:75.0:10.4:2.1:60.4:25.0:0.0:0.0:2.1:89.6:6.6:73395.0:13379.26:13690.68
01630040:Public School:Lynn:PK,K,01,02,03,04,05:01630000:Level 3:Level 3:29:100:96:116:106:90:0:0:0:0:0:0:0:0:631:63.9:33.9:8.1:77.3:60.1:6.0:13.3:73.2:4.6:0.0:0.0:2.9:50.6:24.4:73395.0:13379.26:13690.68
01640010:Public School:Lynnfield:K,01,02,03,04:01640000:Level 1:Level 2:0:92:81:78:80:0:0:0:0:0:0:0:0:0:413:12.1:2.7:11.4:20.1:7.5:1.7:9.7:6.5:79.2:0.0:0.0:2.9:46.0:20.7:79560.0:13627.87:13899.53
01640505:Public School:Lynnfield:09,10,11,12:01640000:Level 1:Level 2:0:0:0:0:0:0:0:0:0:146:168:160:154:0:628:3.5:0.0:14.8:21.3:7.8:2.1:3.0:3.5:90.1:0.0:0.0:1.3:48.9:16.4:79560.0:13627.87:13899.53
01640405:Public School:Lynnfield:05,06,07,08:01640000:Level 2:Level 2:0:0:0:0:0:174:157:177:190:0:0:0:0:0:698:3.3:0.0:22.3:27.2:6.3:1.3:3.7:4.0:88.5:0.0:0.0:2.4:51.1:18.8:79560.0:13627.87:13899.53
01640005:Public School:Lynnfield:PK:01640000:Insufficient data:Level 2:47:0:0:0:0:0:0:0:0:0:0:0:0:0:47:4.3:0.0:53.2:57.4:10.6:0.0:4.3:6.4:80.9:0.0:0.0:8.5:55.3:12.5:79560.0:13627.87:13899.53
01640020:Public School:Lynnfield:K,01,02,03,04:01640000:Level 1:Level 2:0:86:97:81:89:0:0:0:0:0:0:0:0:0:421:4.0:1.2:12.6:17.8:3.8:2.4:4.3:4.3:88.4:0.0:0.0:0.7:58.7:20.8:79560.0:13627.87:13899.53
04690505:Charter School:Boston:PK,K,01,02,03,04,05,06,07,08,09,10,11,12:04690000:Level 2:Level 2:54:96:95:73:73:93:96:92:94:93:72:81:61:0:1145:60.0:34.2:19.3:76.1:56.4:45.9:1.3:46.7:3.5:0.5:0.1:1.9:47.7:26.5:::
04680505:Public School:Worcester:11,12:04680000:Insufficient data:Insufficient data:0:0:0:0:0:0:0:0:0:0:0:49:48:0:97:9.3:0.0:0.0:5.2:5.2:1.0:42.3:0.0:52.6:0.0:0.0:4.1:54.6:16.3:::
01650003:Public School:Malden:K,01,02,03,04,05,06,07,08:01650000:Level 2:Level 3:0:102:108:91:116:95:88:85:84:0:0:0:0:0:883:58.0:25.7:11.6:64.9:41.8:14.5:37.5:11.6:32.0:0.1:0.2:4.1:48.9:23.3:83740.0:12946.88:13643.34
01650013:Public School:Malden:K,01,02,03,04,05,06,07,08:01650000:Level 2:Level 3:0:96:107:102:126:92:94:94:103:0:0:0:0:0:912:53.5:20.5:11.1:69.5:47.8:20.8:19.0:29.4:25.9:0.3:0.0:4.6:49.1:24.4:83740.0:12946.88:13643.34
01650027:Public School:Malden:K,01,02,03,04,05,06,07,08:01650000:Level 2:Level 3:0:64:76:68:81:63:64:51:56:0:0:0:0:0:582:32.6:10.7:23.9:58.4:38.8:19.4:9.6:24.4:41.2:0.0:0.3:5.0:50.7:18.2:83740.0:12946.88:13643.34
01650047:Public School:Malden:K,01,02,03,04,05,06,07,08:01650000:Level 2:Level 3:0:95:107:106:116:105:103:87:89:0:0:0:0:0:897:44.5:12.5:21.6:61.9:43.5:20.7:21.9:17.2:36.0:0.3:0.0:3.9:53.2:18.1:83740.0:12946.88:13643.34
01650049:Public School:Malden:PK:01650000:Insufficient data:Level 3:299:0:0:0:0:0:0:0:0:0:0:0:0:0:299:51.8:0.0:33.8:56.9:40.5:14.0:37.5:7.4:35.8:0.0:0.0:5.4:55.5:16.4:83740.0:12946.88:13643.34
01650505:Public School:Malden:09,10,11,12:01650000:Level 3:Level 3:0:0:0:0:0:0:0:0:0:473:447:484:429:0:1833:52.5:14.7:14.1:58.3:39.9:21.2:23.4:22.9:28.6:0.4:0.1:3.4:50.6:19.1:83740.0:12946.88:13643.34
01650057:Public School:Malden:K,01,02,03,04,05,06,07,08:01650000:Level 2:Level 3:0:158:141:136:134:132:130:146:114:0:0:0:0:0:1217:65.1:38.3:8.6:78.1:52.8:22.8:19.3:31.0:23.4:0.2:0.0:3.2:52.0:22.1:83740.0:12946.88:13643.34
06980020:Public School:Essex:K,01,02,03,04,05:06980000:Level 2:Level 2:0:28:37:46:43:42:0:0:0:0:0:0:0:0:225:4.0:2.2:8.4:22.7:13.8:0.0:0.4:1.3:95.6:0.0:0.0:2.7:50.2:20.1:72385.0:14794.24:15313.52
06980510:Public School:Manchester:09,10,11,12:06980000:Level 1:Level 2:0:0:0:0:0:0:0:0:0:115:103:98:108:0:424:2.6:0.9:9.7:18.4:8.0:0.2:0.7:0.7:97.9:0.0:0.0:0.5:43.9:13.4:72385.0:14794.24:15313.52
06980030:Public School:Manchester:06,07,08:06980000:Level 2:Level 2:0:0:0:0:0:0:123:132:131:0:0:0:0:0:386:1.0:0.3:12.4:19.2:7.3:0.0:2.1:0.8:96.4:0.0:0.0:0.8:51.3:20.1:72385.0:14794.24:15313.52
06980010:Public School:Manchester:PK,K,01,02,03,04,05:06980000:Level 2:Level 2:12:39:51:66:79:73:0:0:0:0:0:0:0:0:361:1.1:0.0:10.0:14.4:5.0:0.3:0.0:1.1:98.1:0.0:0.0:0.6:51.8:19.1:72385.0:14794.24:15313.52
01670007:Public School:Mansfield:K,01,02:01670000:Insufficient data:Level 2:0:245:233:0:0:0:0:0:0:0:0:0:0:0:710:5.8:4.1:9.9:22.3:13.1:3.0:7.7:5.4:79.0:0.1:0.0:4.8:53.2:20.7:77465.0:13243.08:13790.47
01670035:Public School:Mansfield:06,07,08:01670000:Level 2:Level 2:0:0:0:0:0:0:318:318:376:0:0:0:0:0:1012:4.6:0.4:16.4:25.3:12.2:2.9:4.9:3.8:84.5:0.0:0.0:4.0:51.8:18.7:77465.0:13243.08:13790.47
01670014:Public School:Mansfield:03,04,05:01670000:Level 2:Level 2:0:0:0:270:268:297:0:0:0:0:0:0:0:0:835:4.4:2.0:14.9:26.9:14.4:3.4:5.9:5.4:83.2:0.1:0.0:2.0:53.2:22.7:77465.0:13243.08:13790.47
01670505:Public School:Mansfield:09,10,11,12:01670000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:319:334:311:343:8:1315:4.4:0.7:11.5:18.7:9.1:2.5:3.6:3.3:87.9:0.3:0.2:2.2:49.4:14.3:77465.0:13243.08:13790.47
01670003:Public School:Mansfield:PK:01670000:Insufficient data:Level 2:86:0:0:0:0:0:0:0:0:0:0:0:0:0:86:1.2:0.0:43.0:48.8:16.3:4.7:9.3:5.8:75.6:0.0:0.0:4.7:54.7:17.8:77465.0:13243.08:13790.47
01680015:Public School:Marblehead:K,01:01680000:Insufficient data:Level 2:0:73:0:0:0:0:0:0:0:0:0:0:0:0:147:6.8:6.1:7.5:20.4:11.6:0.7:2.0:9.5:84.4:0.0:0.7:2.7:54.4:18.5:67142.0:13503.8:13677.99
01680020:Public School:Marblehead:PK,K,01,02,03:01680000:Level 1:Level 2:36:65:81:66:0:0:0:0:0:0:0:0:0:0:341:6.7:5.6:19.1:26.7:7.3:1.2:1.5:5.9:88.6:0.0:0.0:2.9:56.6:18.3:67142.0:13503.8:13677.99
01680010:Public School:Marblehead:02,03:01680000:Level 1:Level 2:0:0:79:88:0:0:0:0:0:0:0:0:0:0:167:6.6:6.0:15.6:28.1:12.0:1.2:3.0:9.6:80.8:0.0:0.0:5.4:50.9:21.4:67142.0:13503.8:13677.99
01680005:Public School:Marblehead:K,01,02,03:01680000:Level 1:Level 2:0:58:78:67:0:0:0:0:0:0:0:0:0:0:267:7.1:7.1:13.9:25.8:10.9:2.6:2.2:10.9:80.5:0.0:0.0:3.7:55.4:19.1:67142.0:13503.8:13677.99
01680505:Public School:Marblehead:09,10,11,12:01680000:Level 1:Level 2:0:0:0:0:0:0:0:0:0:255:267:245:278:6:1051:4.8:1.4:20.5:26.2:8.8:3.7:1.6:5.4:87.7:0.1:0.0:1.4:46.1:14.2:67142.0:13503.8:13677.99
01680300:Public School:Marblehead:07,08:01680000:Level 1:Level 2:0:0:0:0:0:0:0:246:257:0:0:0:0:0:503:4.8:2.6:20.3:27.8:8.7:2.6:1.2:5.6:87.9:0.0:0.0:2.8:47.5:19.3:67142.0:13503.8:13677.99
01680016:Public School:Marblehead:04,05,06:01680000:Level 2:Level 2:0:0:0:0:229:212:227:0:0:0:0:0:0:0:668:8.2:5.5:20.5:28.6:9.9:4.0:1.3:5.7:86.1:0.3:0.0:2.5:52.8:25.1:67142.0:13503.8:13677.99
04640305:Charter School:Marblehead:04,05,06,07,08:04640000:Level 2:Level 2:0:0:0:0:49:47:50:44:40:0:0:0:0:0:230:4.8:4.8:21.3:28.7:3.0:2.6:2.6:2.2:90.0:0.9:0.0:1.7:57.4:19.5:::
01690005:Public School:Marion:PK,K,01,02,03,04,05,06:01690000:Level 1:Level 1:27:65:53:63:68:63:68:0:0:0:0:0:0:0:458:1.7:0.7:19.0:35.2:21.8:2.4:1.7:2.0:87.6:0.2:0.0:6.1:51.5:19.4:82742.0:14904.06:15978.45
01700045:Public School:Marlborough:05,06,07,08:01700000:Level 2:Level 3:0:0:0:0:0:364:309:294:318:0:0:0:0:0:1285:41.6:11.1:20.0:54.0:34.9:2.9:2.8:46.1:44.5:0.0:0.0:3.7:51.8:17.4:75495.0:15047.5:15843.17
01700030:Public School:Marlborough:K,01,02,03,04:01700000:Level 2:Level 3:0:183:164:160:152:0:0:0:0:0:0:0:0:0:836:47.6:29.9:12.8:60.6:35.9:2.3:7.4:42.1:45.9:0.5:0.0:1.8:51.6:23.8:75495.0:15047.5:15843.17
01700006:Public School:Marlborough:PK:01700000:Insufficient data:Level 3:164:0:0:0:0:0:0:0:0:0:0:0:0:0:164:48.2:31.7:32.9:61.0:22.0:6.1:15.9:18.9:54.3:0.0:0.0:4.9:57.9:11.8:75495.0:15047.5:15843.17
01700008:Public School:Marlborough:K,01,02,03,04:01700000:Level 2:Level 3:0:106:146:123:132:0:0:0:0:0:0:0:0:0:621:42.7:28.5:16.6:56.8:32.5:5.0:2.3:40.4:49.3:0.0:0.0:3.1:52.7:21.6:75495.0:15047.5:15843.17
01700505:Public School:Marlborough:09,10,11,12:01700000:Level 3:Level 3:0:0:0:0:0:0:0:0:0:248:292:290:252:9:1091:37.0:11.8:15.4:46.1:28.0:3.3:3.8:41.8:49.8:0.1:0.0:1.3:51.1:13.5:75495.0:15047.5:15843.17
01700025:Public School:Marlborough:K,01,02,03,04:01700000:Level 3:Level 3:0:106:105:117:113:0:0:0:0:0:0:0:0:0:528:48.7:33.5:10.8:64.6:37.3:4.2:2.5:54.0:35.2:0.2:0.0:4.0:49.6:19.9:75495.0:15047.5:15843.17
01710015:Public School:Marshfield:PK,K,01,02,03,04,05:01710000:Level 1:Level 2:75:61:47:45:64:37:0:0:0:0:0:0:0:0:379:2.6:1.3:17.7:30.9:16.1:0.5:1.8:3.2:92.1:0.3:0.8:1.3:49.6:17.8:70582.0:12077.79:12709.0
01710005:Public School:Marshfield:K,01,02,03,04,05:01710000:Level 2:Level 2:0:41:42:37:38:49:0:0:0:0:0:0:0:0:254:0.0:0.0:14.6:20.9:9.1:0.0:0.0:0.4:97.6:0.0:0.0:2.0:61.8:20.8:70582.0:12077.79:12709.0
01710310:Public School:Marshfield:06,07,08:01710000:Level 2:Level 2:0:0:0:0:0:0:345:347:324:0:0:0:0:0:1016:1.6:0.5:15.0:24.3:12.6:0.1:1.0:2.7:94.9:0.1:0.1:1.2:52.7:18.9:70582.0:12077.79:12709.0
01710020:Public School:Marshfield:K,01,02,03,04,05:01710000:Level 2:Level 2:0:72:53:69:92:71:0:0:0:0:0:0:0:0:423:0.5:0.2:14.4:23.9:13.2:0.5:0.2:2.6:93.6:0.0:0.0:3.1:49.6:19.5:70582.0:12077.79:12709.0
01710505:Public School:Marshfield:09,10,11,12:01710000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:347:358:354:311:0:1370:1.7:0.6:14.0:22.7:10.2:0.9:0.8:2.2:95.1:0.2:0.1:0.7:49.8:18.2:70582.0:12077.79:12709.0
01710025:Public School:Marshfield:PK,K,01,02,03,04,05:01710000:Level 2:Level 2:54:51:68:67:80:62:0:0:0:0:0:0:0:0:442:6.8:4.5:17.9:29.6:13.6:0.5:2.9:4.5:89.6:0.9:0.0:1.6:50.9:19.3:70582.0:12077.79:12709.0
01710010:Public School:Marshfield:K,01,02,03,04,05:01710000:Level 2:Level 2:0:48:66:61:74:57:0:0:0:0:0:0:0:0:361:0.6:0.3:16.1:21.6:7.5:0.6:0.3:3.0:92.5:0.0:0.0:3.6:50.7:19.8:70582.0:12077.79:12709.0
07000505:Public School:Oak Bluffs:09,10,11,12:07000000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:167:170:151:169:4:661:12.1:6.2:19.1:37.5:19.8:3.3:1.2:10.3:78.7:1.8:0.2:4.5:52.2:12.0:88815.0:27435.71:27613.75
04660550:Charter School:West Tisbury:K,01,02,03,04,05,06,07,08,09,10,11,12:04660000:Level 3:Level 3:0:15:16:15:15:18:14:14:15:3:7:15:12:0:173:4.6:4.0:26.0:48.0:29.5:4.6:1.7:4.6:78.0:0.0:0.0:11.0:43.4:17.5:::
04920005:Charter School:Springfield:K,01,02,03,04,05:04920000:Level 1:Level 1:0:63:59:61:61:60:0:0:0:0:0:0:0:0:366:17.8:15.8:18.3:79.5:73.8:41.8:1.9:48.9:1.9:0.0:0.0:5.5:51.1:19.8:::
07050505:Public School:Boxford:09,10,11,12:07050000:Level 1:Level 1:0:0:0:0:0:0:0:0:0:285:278:289:335:1:1188:1.9:0.2:13.7:18.1:5.8:0.3:3.1:2.4:92.7:0.3:0.0:1.2:49.8:15.8:94253.0:14142.63:15422.23
07050405:Public School:Boxford:07,08:07050000:Level 1:Level 1:0:0:0:0:0:0:0:316:333:0:0:0:0:0:649:0.5:0.5:18.0:23.6:6.3:0.5:3.7:1.8:91.2:0.2:0.2:2.5:47.1:20.4:94253.0:14142.63:15422.23
01720005:Public School:Mashpee:PK,K,01,02:01720000:Insufficient data:Level 2:30:116:95:0:0:0:0:0:0:0:0:0:0:0:314:5.7:5.7:20.1:48.4:34.1:4.1:2.2:7.3:70.4:8.0:0.3:7.6:51.6:19.1:73750.0:16488.45:16804.31
01720505:Public School:Mashpee:09,10,11,12:01720000:Level 2:Level 2:0:0:0:0:0:0:0:0:0:113:105:95:102:0:415:2.9:0.5:17.3:36.6:23.6:3.6:1.7:3.4:80.5:5.1:0.0:5.8:54.5:11.4:73750.0:16488.45:16804.31
01720020:Public School:Mashpee:07,08:01720000:Level 2:Level 2:0:0:0:0:0:0:0:129:148:0:0:0:0:0:277:4.3:1.4:18.4:38.3:24.9:4.0:2.2:3.6:81.2:5.8:0.4:2.9:50.2:15.3:73750.0:16488.45:16804.31
01720035:Public School:Mashpee:03,04,05,06:01720000:Level 2:Level 2:0:0:0:121:134:102:137:0:0:0:0:0:0:0:494:7.7:4.9:17.2:42.9:30.0:3.2:2.4:2.2:79.4:7.1:0.0:5.7:49.4:17.6:73750.0:16488.45:16804.31
01730005:Public School:Mattapoisett:PK,K,01,02,03:01730000:Level 1:Level 1:21:55:52:61:0:0:0:0:0:0:0:0:0:0:235:2.1:0.9:12.3:30.6:22.1:0.9:1.7:3.0:91.1:0.0:0.0:3.4:51.9:15.5:73206.0:14886.29:15816.81
01730010:Public School:Mattapoisett:04,05,06:01730000:Level 1:Level 1:0:0:0:0:67:73:72:0:0:0:0:0:0:0:212:1.9:0.5:12.3:21.2:13.2:1.9:1.9:3.3:89.2:0.0:0.0:3.8:55.7:20.0:73206.0:14886.29:15816.81
01740305:Public School:Maynard:04,05,06,07:01740000:Level 2:Level 2:0:0:0:0:118:112:91:114:0:0:0:0:0:0:435:8.7:4.4:19.3:33.1:17.5:2.5:1.8:12.0:80.7:0.2:0.0:2.8:52.2:18.5:68774.0:14343.99:14641.79
01740010:Public School:Maynard:PK,K,01,02,03:01740000:Level 1:Level 2:50:109:103:118:0:0:0:0:0:0:0:0:0:0:502:8.6:5.6:11.8:29.7:16.7:1.6:1.2:12.7:78.3:0.0:0.0:6.2:52.2:19.9:68774.0:14343.99:14641.79
01740505:Public School:Maynard:08,09,10,11,12:01740000:Level 2:Level 2:0:0:0:0:0:0:0:0:111:94:105:101:91:0:502:8.4:3.0:17.7:31.7:17.1:4.8:3.8:11.2:76.9:0.2:0.0:3.2:49.2:16.4:68774.0:14343.99:14641.79
01750005:Public School:Medfield:04,05:01750000:Level 1:Level 2:0:0:0:0:178:191:0:0:0:0:0:0:0:0:369:2.4:0.5:11.9:15.4:2.7:0.8:3.5:4.6:86.4:0.5:0.0:4.1:52.0:18.2:78845.0:13333.46:13848.61
01750505:Public School:Medfield:09,10,11,12:01750000:Level 1:Level 2:0:0:0:0:0:0:0:0:0:207:196:220:218:1:842:1.2:0.5:10.5:13.5:3.8:1.1:5.5:2.1:88.8:0.0:0.2:2.3:50.2:16.6:78845.0:13333.46:13848.61
